Run,Iteration Number,Time to Solve(ms),Success
5,5,4.5020,1
5,6,13.6630,1
5,7,15.1160,1
5,8,10.5630,1
5,9,21.5820,1
5,10,7.8570,1
5,11,19.5720,1
5,12,41.8390,1
5,13,1.7650,1
5,14,23.7770,1
5,15,7.6130,1
5,16,9.8650,1
5,17,27.7860,1
5,18,0.5830,1
5,19,13.9220,1
5,20,0.6630,1
5,21,22.9840,1
5,22,19.4740,1
5,23,0.1510,0
6,1,24.9600,1
6,2,27.0680,1
6,3,31.2900,1
6,4,13.6040,1
6,5,21.8470,1
6,6,38.4650,1
6,7,2.3320,1
6,8,31.0200,1
6,9,0.1050,1
6,10,1.5870,1
6,11,30.6550,1
6,12,25.2700,1
6,13,32.5070,1
6,14,7.8030,1
6,15,10.3540,1
6,16,8.9690,1
6,17,7.4780,1
6,18,11.6380,1
6,19,6.6630,1
6,20,0.8400,1
6,21,0.2920,1
6,22,2.4850,1
6,23,3.4010,1
6,24,2.2620,1
6,25,16.7520,1
6,26,11.9400,1
6,27,39.9120,1
6,28,2.9140,0
7,1,20.7810,1
7,2,35.9980,1
7,3,22.1160,1
7,4,4.6140,1
7,5,33.9280,1
7,6,34.6210,1
7,7,8.5660,1
7,8,22.5130,1
7,9,0.8800,1
7,10,8.4300,1
7,11,105.0510,0
8,1,46.7340,1
8,2,32.9750,1
8,3,16.6370,1
8,4,8.2060,1
8,5,22.5220,1
8,6,67.2110,1
8,7,1.0400,1
8,8,3.1140,1
8,9,35.9150,1
8,10,25.2440,1
8,11,0.1510,1
8,12,19.7110,1
8,13,9.8820,1
8,14,30.6880,1
8,15,4.2810,1
8,16,15.0410,1
8,17,33.6470,1
8,18,4.7850,1
8,19,10.9880,1
8,20,8.0740,1
8,21,7.0600,1
8,22,30.9790,1
8,23,26.8280,1
8,24,0.4740,1
8,25,12.9650,1
8,26,9.3250,1
8,27,6.5070,1
8,28,6.1310,1
8,29,1.1670,1
8,30,6.0850,1
8,31,5.4840,0
9,1,13.1810,1
9,2,53.9780,1
9,3,18.8460,1
9,4,15.0310,1
9,5,2.0530,1
9,6,55.0240,1
9,7,9.9850,1
9,8,13.1440,1
9,9,45.8600,1
9,10,19.0550,1
9,11,0.3210,1
9,12,12.3750,1
9,13,32.3240,1
9,14,15.2320,1
9,15,12.0950,1
9,16,7.8480,1
9,17,8.7120,1
9,18,35.8840,1
9,19,0.1370,0
10,1,43.5750,1
10,2,47.1310,1
10,3,0.4630,1
10,4,2.0130,1
10,5,18.5530,1
10,6,36.1980,1
10,7,5.6050,1
10,8,23.0780,1
10,9,22.1860,1
10,10,21.3220,1
10,11,21.1600,1
10,12,16.3040,1
10,13,6.5610,1
10,14,9.0050,1
10,15,0.2680,1
10,16,0.9350,1
10,17,6.3860,1
10,18,9.4650,1
10,19,14.3880,1
10,20,31.0460,1
10,21,45.5120,1
10,22,1.1070,1
10,23,5.2970,1
10,24,13.8910,1
10,25,52.2950,1
10,26,58.9750,1
10,27,0.2250,0
11,1,16.7590,1
11,2,34.3950,1
11,3,12.6720,1
11,4,5.7300,1
11,5,12.4790,1
11,6,3.2210,1
11,7,16.9910,1
11,8,17.3290,1
11,9,26.5730,1
11,10,25.7100,1
11,11,31.1880,1
11,12,1.5440,1
11,13,34.7960,1
11,14,11.2110,1
11,15,2.7090,1
11,16,0.4290,1
11,17,33.3620,1
11,18,96.8570,0
12,1,19.1260,1
12,2,29.8870,1
12,3,47.0690,1
12,4,19.2790,1
12,5,36.3040,1
12,6,33.1450,1
12,7,36.1750,1
12,8,23.8820,1
12,9,18.9590,1
12,10,20.0490,1
12,11,0.4400,1
12,12,13.2270,1
12,13,1.1000,1
12,14,25.0120,1
12,15,13.2590,1
12,16,0.1670,0
13,1,27.5270,1
13,2,45.9140,1
13,3,12.0700,1
13,4,21.2050,1
13,5,4.7740,1
13,6,0.1690,1
13,7,3.3670,1
13,8,1.0100,1
13,9,8.0570,1
13,10,6.6260,1
13,11,22.6010,1
13,12,19.9270,1
13,13,12.8880,1
13,14,28.7080,1
13,15,6.7700,1
13,16,0.5990,1
13,17,19.0090,1
13,18,10.5150,1
13,19,12.5600,1
13,20,0.9980,1
13,21,17.6680,1
13,22,21.3710,1
13,23,19.4290,1
13,24,13.0340,1
13,25,9.5580,1
13,26,0.3280,1
13,27,26.1620,1
13,28,21.0750,1
13,29,5.3310,1
13,30,8.6690,1
13,31,2.5480,1
13,32,0.6300,1
13,33,40.0240,1
13,34,7.9530,1
13,35,28.4200,1
13,36,24.9610,0
14,1,10.4260,1
14,2,3.1940,1
14,3,26.6680,1
14,4,32.3860,1
14,5,0.9370,1
14,6,20.5600,1
14,7,21.8030,1
14,8,49.4450,1
14,9,10.6290,1
14,10,1.4840,1
14,11,37.3330,1
14,12,1.0530,1
14,13,0.3350,1
14,14,12.7130,1
14,15,10.1360,1
14,16,3.2720,1
14,17,32.9250,1
14,18,50.8270,1
14,19,12.2180,1
14,20,95.2370,0
15,1,30.9140,1
15,2,45.6370,1
15,3,48.7590,1
15,4,30.5580,1
15,5,15.0830,1
15,6,42.9680,1
15,7,17.1990,1
15,8,3.4950,1
15,9,21.2100,1
15,10,1.3030,1
15,11,15.1000,1
15,12,1.6690,1
15,13,11.0510,1
15,14,14.3430,1
15,15,10.1700,1
15,16,4.6550,1
15,17,66.0380,1
15,18,3.7310,1
15,19,5.2430,1
15,20,21.2060,1
15,21,11.7060,1
15,22,11.2190,0
16,1,0.4620,1
16,2,3.9290,1
16,3,30.0080,1
16,4,36.4670,1
16,5,35.8210,1
16,6,19.6930,1
16,7,21.1420,1
16,8,32.7970,1
16,9,26.6710,1
16,10,11.4180,1
16,11,3.4950,1
16,12,2.3950,1
16,13,45.3170,1
16,14,8.6550,1
16,15,0.1560,0
17,1,2.6130,1
17,2,4.6030,1
17,3,27.1900,1
17,4,38.4830,1
17,5,12.6410,1
17,6,25.7990,1
17,7,25.9220,1
17,8,56.4850,1
17,9,1.2240,1
17,10,36.0330,1
17,11,59.8460,1
17,12,28.8700,1
17,13,7.0030,1
17,14,14.9650,1
17,15,8.2090,1
17,16,7.5180,1
17,17,17.9550,1
17,18,3.3280,1
17,19,7.9670,1
17,20,34.6080,1
17,21,5.4370,1
17,22,0.2470,0
18,1,35.8030,1
18,2,35.1470,1
18,3,5.3010,1
18,4,16.0480,1
18,5,46.1930,1
18,6,27.4910,1
18,7,1.6680,1
18,8,16.0400,1
18,9,23.5030,1
18,10,24.5040,1
18,11,31.8920,1
18,12,3.9830,1
18,13,8.7970,1
18,14,39.2900,1
18,15,15.4030,1
18,16,0.1680,1
18,17,42.0010,1
18,18,7.0280,1
18,19,5.8610,1
18,20,2.9170,1
18,21,75.0360,0
19,1,21.7340,1
19,2,3.5900,1
19,3,9.4700,1
19,4,34.8770,1
19,5,20.3430,1
19,6,26.3350,1
19,7,2.0610,1
19,8,4.5630,1
19,9,1.0750,1
19,10,28.9770,1
19,11,30.2470,1
19,12,1.0250,1
19,13,4.6880,1
19,14,19.6640,1
19,15,35.3680,1
19,16,4.9190,1
19,17,4.8740,1
19,18,13.6650,1
19,19,0.5460,1
19,20,0.1180,0
20,1,2.3200,1
20,2,36.9230,1
20,3,47.3720,1
20,4,49.9730,1
20,5,50.0990,1
20,6,12.6740,1
20,7,16.3780,1
20,8,3.3510,1
20,9,28.1090,1
20,10,23.1740,1
20,11,7.5670,1
20,12,30.0810,1
20,13,35.6610,1
20,14,0.2270,1
20,15,18.3840,1
20,16,0.5230,1
20,17,8.9040,1
20,18,12.9270,1
20,19,2.9920,1
20,20,37.2620,1
20,21,1.9390,1
20,22,4.4010,1
20,23,2.0280,1
20,24,11.8810,1
20,25,0.1640,0
21,1,9.4950,1
21,2,32.9130,1
21,3,1.4380,1
21,4,21.6460,1
21,5,5.9140,1
21,6,13.4950,1
21,7,22.6850,1
21,8,39.3620,1
21,9,0.3680,1
21,10,14.8230,1
21,11,2.7520,1
21,12,14.5500,1
21,13,24.3800,1
21,14,28.1240,1
21,15,6.4850,1
21,16,0.2410,0
22,1,25.9660,1
22,2,23.1740,1
22,3,42.2060,1
22,4,4.0020,1
22,5,18.9210,1
22,6,39.4630,1
22,7,25.6080,1
22,8,17.1590,1
22,9,11.1010,1
22,10,8.3150,1
22,11,18.8870,1
22,12,18.1440,1
22,13,46.9660,1
22,14,18.5840,1
22,15,23.4580,1
22,16,1.4790,1
22,17,14.7190,1
22,18,7.1210,1
22,19,22.7550,1
22,20,3.8420,1
22,21,2.6140,1
22,22,2.1450,1
22,23,2.3260,1
22,24,7.0580,1
22,25,6.3250,1
22,26,0.9900,1
22,27,48.2720,0
23,1,20.0020,1
23,2,30.2000,1
23,3,1.0830,1
23,4,34.6760,1
23,5,40.4330,1
23,6,13.2110,1
23,7,20.3350,1
23,8,36.3910,1
23,9,31.1590,1
23,10,25.4020,1
23,11,6.2870,1
23,12,3.5750,1
23,13,20.2100,1
23,14,34.0380,1
23,15,5.7350,1
23,16,10.4680,1
23,17,10.0800,1
23,18,22.0290,1
23,19,18.0130,1
23,20,13.1600,1
23,21,11.6120,1
23,22,31.5700,1
23,23,1.6640,0
24,1,10.6720,1
24,2,18.8760,1
24,3,27.9140,1
24,4,18.8480,1
24,5,21.0020,1
24,6,13.9840,1
24,7,12.8800,1
24,8,20.5340,1
24,9,36.4710,1
24,10,25.1670,1
24,11,30.6270,1
24,12,9.2050,1
24,13,25.5060,1
24,14,34.3810,1
24,15,25.5240,1
24,16,14.5090,1
24,17,20.0430,1
24,18,0.6540,1
24,19,1.1270,1
24,20,81.6860,0
25,1,9.8050,1
25,2,31.6330,1
25,3,28.2540,1
25,4,5.3450,1
25,5,0.1410,0
26,1,2.1980,1
26,2,28.5610,1
26,3,15.9580,1
26,4,48.6490,1
26,5,0.8460,1
26,6,22.0080,1
26,7,31.0370,1
26,8,18.5590,1
26,9,22.4190,1
26,10,17.4890,1
26,11,15.6700,1
26,12,4.3010,1
26,13,0.7550,1
26,14,17.9150,1
26,15,4.3110,1
26,16,1.7850,1
26,17,17.3590,1
26,18,15.9930,1
26,19,10.2610,1
26,20,13.3460,1
26,21,2.4340,1
26,22,85.4140,0
27,1,6.7150,1
27,2,18.8670,1
27,3,8.5140,1
27,4,20.0460,1
27,5,5.2170,1
27,6,45.6410,1
27,7,1.4380,1
27,8,1.0870,1
27,9,17.9190,1
27,10,9.7440,1
27,11,7.2400,1
27,12,15.9080,1
27,13,2.0320,1
27,14,23.0080,1
27,15,18.8490,1
27,16,7.4100,1
27,17,17.1800,1
27,18,7.8340,1
27,19,6.4120,1
27,20,8.9480,1
27,21,4.1370,1
27,22,4.9430,1
27,23,8.2940,1
27,24,14.8460,1
27,25,0.1220,1
27,26,7.6880,1
27,27,30.7350,1
27,28,42.1080,0
28,1,18.5290,1
28,2,25.0400,1
28,3,0.1090,1
28,4,10.0390,1
28,5,2.0920,1
28,6,11.1660,1
28,7,5.1840,1
28,8,48.0040,1
28,9,19.2880,1
28,10,13.1110,1
28,11,10.2790,1
28,12,1.8480,1
28,13,20.3680,1
28,14,29.1210,1
28,15,13.7060,1
28,16,15.4070,1
28,17,9.7460,1
28,18,10.9580,1
28,19,14.1920,1
28,20,12.2500,1
28,21,9.7440,1
28,22,0.4270,1
28,23,1.7670,1
28,24,4.5840,1
28,25,1.6850,1
28,26,4.7120,1
28,27,4.9310,1
28,28,4.9020,1
28,29,0.6390,1
28,30,30.2760,1
28,31,0.8870,1
28,32,48.7410,0
29,1,20.7420,1
29,2,16.4560,1
29,3,11.6190,1
29,4,17.3550,1
29,5,28.2820,1
29,6,27.4040,1
29,7,27.6100,1
29,8,26.2870,1
29,9,31.1480,1
29,10,21.1180,1
29,11,14.3950,1
29,12,26.8770,1
29,13,13.4150,1
29,14,7.6780,1
29,15,12.1050,1
29,16,3.9220,0
30,1,32.9230,1
30,2,48.8780,1
30,3,18.9090,1
30,4,0.2540,1
30,5,4.8970,1
30,6,52.4690,1
30,7,25.4870,1
30,8,32.0580,1
30,9,20.1910,1
30,10,4.1180,1
30,11,38.0430,1
30,12,21.3340,1
30,13,21.9740,1
30,14,63.0150,1
30,15,7.1660,1
30,16,18.7580,1
30,17,6.0240,1
30,18,5.6170,0
31,1,43.3600,1
31,2,28.8620,1
31,3,7.7280,1
31,4,17.8540,1
31,5,0.8530,1
31,6,20.5700,1
31,7,23.4020,1
31,8,17.3530,1
31,9,10.6080,1
31,10,4.6130,1
31,11,13.3220,1
31,12,0.3130,1
31,13,9.0170,1
31,14,17.3110,1
31,15,16.1370,1
31,16,39.8620,1
31,17,13.1560,1
31,18,10.8770,1
31,19,2.4180,1
31,20,2.8720,1
31,21,0.4380,1
31,22,21.5910,1
31,23,0.2490,1
31,24,11.7630,1
31,25,3.6870,1
31,26,78.5240,1
31,27,1.8090,1
31,28,0.1400,0
32,1,11.5330,1
32,2,65.9480,1
32,3,6.7290,1
32,4,0.7050,1
32,5,29.4200,1
32,6,38.5360,1
32,7,21.1810,1
32,8,0.6420,1
32,9,13.8750,1
32,10,3.6690,1
32,11,6.0160,1
32,12,0.6810,1
32,13,12.0820,1
32,14,21.6020,1
32,15,15.0310,1
32,16,10.5670,1
32,17,19.3530,1
32,18,0.1780,1
32,19,8.7310,1
32,20,7.8950,1
32,21,19.3230,1
32,22,6.7010,1
32,23,12.2450,1
32,24,14.0750,1
32,25,81.9390,0
33,1,21.9640,1
33,2,24.4230,1
33,3,9.2070,1
33,4,0.8280,1
33,5,16.5470,1
33,6,14.5750,1
33,7,0.0870,1
33,8,4.5280,1
33,9,2.9730,1
33,10,7.6130,1
33,11,16.6480,1
33,12,9.1910,1
33,13,26.3250,1
33,14,37.8000,1
33,15,3.9190,1
33,16,1.7990,1
33,17,3.7010,1
33,18,23.6740,1
33,19,2.5040,1
33,20,41.0940,1
33,21,1.6800,1
33,22,12.9810,1
33,23,24.8220,1
33,24,13.8870,1
33,25,14.1340,1
33,26,19.4940,1
33,27,31.1610,1
33,28,23.4800,0
34,1,25.1740,1
34,2,7.8910,1
34,3,21.6540,1
34,4,38.8520,1
34,5,29.1350,1
34,6,12.9200,1
34,7,34.6740,1
34,8,25.4650,1
34,9,21.8140,1
34,10,29.4270,1
34,11,23.2150,1
34,12,0.1410,0
35,1,2.8820,1
35,2,18.0890,1
35,3,27.1950,1
35,4,31.2040,1
35,5,3.0750,1
35,6,35.0590,1
35,7,31.3710,1
35,8,34.9980,1
35,9,0.0880,1
35,10,17.5890,1
35,11,9.5230,1
35,12,28.7930,1
35,13,24.5300,1
35,14,32.9840,1
35,15,0.4460,1
35,16,26.0390,1
35,17,11.4870,1
35,18,3.4720,1
35,19,9.4410,1
35,20,0.7040,1
35,21,72.5040,0
36,1,27.7330,1
36,2,15.8960,1
36,3,1.4800,1
36,4,0.2640,1
36,5,10.8860,1
36,6,15.4960,1
36,7,44.0390,1
36,8,3.7900,1
36,9,23.0020,1
36,10,29.1180,1
36,11,5.7510,1
36,12,45.3550,1
36,13,0.6570,1
36,14,0.8570,1
36,15,3.2180,1
36,16,8.3460,1
36,17,9.5340,1
36,18,16.3760,1
36,19,5.9710,1
36,20,0.6450,1
36,21,15.8460,1
36,22,5.6390,1
36,23,20.2260,1
36,24,3.2460,1
36,25,44.7440,1
36,26,10.9650,1
36,27,27.1790,1
36,28,4.1820,1
36,29,12.1890,1
36,30,0.2770,1
36,31,34.4920,0
37,1,33.8050,1
37,2,30.6940,1
37,3,24.1440,1
37,4,20.7320,1
37,5,3.9390,1
37,6,42.2760,1
37,7,33.2780,1
37,8,7.5700,1
37,9,23.9180,1
37,10,27.8900,1
37,11,21.5310,1
37,12,31.9540,1
37,13,1.3570,1
37,14,8.6250,1
37,15,7.9050,1
37,16,9.0390,1
37,17,11.3900,1
37,18,12.3780,1
37,19,6.1580,1
37,20,4.6900,1
37,21,8.1220,1
37,22,53.5250,1
37,23,4.4570,1
37,24,3.4620,1
37,25,7.6690,1
37,26,3.2530,1
37,27,0.1790,0
38,1,15.7010,1
38,2,33.3680,1
38,3,19.7990,1
38,4,17.4510,1
38,5,22.6760,1
38,6,16.3890,1
38,7,0.2000,1
38,8,2.1950,1
38,9,22.8310,1
38,10,13.5720,1
38,11,14.2210,1
38,12,53.5790,1
38,13,14.9210,1
38,14,17.1650,1
38,15,18.5390,1
38,16,12.1690,1
38,17,10.0130,1
38,18,11.1750,1
38,19,31.7190,1
38,20,11.9410,1
38,21,0.1470,1
38,22,16.8080,1
38,23,3.9950,1
38,24,12.5320,1
38,25,25.9570,1
38,26,59.6100,0
39,1,4.3160,1
39,2,2.6630,1
39,3,0.3130,1
39,4,18.7220,1
39,5,24.7460,1
39,6,1.0170,1
39,7,21.9270,1
39,8,12.9100,1
39,9,34.9250,1
39,10,7.2980,1
39,11,10.0460,1
39,12,46.5630,1
39,13,0.1140,1
39,14,12.0580,1
39,15,18.9370,1
39,16,16.2350,1
39,17,6.2840,1
39,18,15.6400,1
39,19,3.3180,1
39,20,57.7340,1
39,21,16.4330,1
39,22,11.3080,1
39,23,8.3970,1
39,24,4.3770,1
39,25,5.0090,1
39,26,4.3650,1
39,27,2.5060,1
39,28,7.4790,1
39,29,1.7230,1
39,30,0.2650,1
39,31,16.4290,1
39,32,11.1920,1
39,33,11.6190,1
39,34,0.6410,1
39,35,2.5140,1
39,36,2.7170,0
40,1,24.2400,1
40,2,22.4590,1
40,3,1.9400,1
40,4,5.8880,1
40,5,36.6770,1
40,6,1.0690,1
40,7,0.0880,1
40,8,30.5950,1
40,9,24.3970,1
40,10,16.7160,1
40,11,1.4270,1
40,12,16.6060,1
40,13,21.7360,1
40,14,78.5820,1
40,15,0.8570,1
40,16,17.1790,1
40,17,16.5720,1
40,18,2.5610,1
40,19,64.6980,1
40,20,13.9490,1
40,21,1.5520,1
40,22,4.8430,1
40,23,3.6870,1
40,24,6.0680,1
40,25,0.2810,1
40,26,18.0420,1
40,27,16.1710,1
40,28,44.6480,1
40,29,12.1300,0
41,1,4.5840,1
41,2,16.0620,1
41,3,9.0270,1
41,4,34.3420,1
41,5,0.2250,1
41,6,9.1140,1
41,7,19.5570,1
41,8,1.1110,1
41,9,11.8550,1
41,10,19.1640,1
41,11,17.3670,1
41,12,32.7090,1
41,13,13.3240,1
41,14,9.3920,1
41,15,0.1630,1
41,16,16.8940,1
41,17,14.2720,1
41,18,8.6870,1
41,19,11.2530,1
41,20,12.6960,1
41,21,0.1970,0
42,1,23.3840,1
42,2,3.4260,1
42,3,20.1860,1
42,4,0.1500,1
42,5,23.7720,1
42,6,0.2090,1
42,7,22.0560,1
42,8,20.7040,1
42,9,3.3120,1
42,10,14.1760,1
42,11,2.1760,1
42,12,0.2460,1
42,13,13.1370,1
42,14,35.4000,1
42,15,47.1010,1
42,16,2.3740,1
42,17,3.1680,1
42,18,10.8640,1
42,19,18.6850,1
42,20,46.7470,1
42,21,15.2490,1
42,22,20.8310,1
42,23,28.6790,1
42,24,4.6930,1
42,25,9.1240,1
42,26,23.5990,1
42,27,6.4440,0
43,1,1.7340,1
43,2,4.2760,1
43,3,0.1130,1
43,4,1.0480,1
43,5,3.3160,1
43,6,2.3170,1
43,7,16.3500,1
43,8,1.8530,1
43,9,18.6720,1
43,10,5.1980,1
43,11,28.4560,1
43,12,16.0260,1
43,13,0.4310,1
43,14,13.3500,1
43,15,34.1670,1
43,16,23.9050,1
43,17,10.1780,1
43,18,12.9490,1
43,19,7.7000,1
43,20,16.0830,1
43,21,10.1250,1
43,22,87.0960,0
44,1,1.9880,1
44,2,31.8500,1
44,3,16.6920,1
44,4,30.6490,1
44,5,9.7830,1
44,6,24.7840,1
44,7,24.1250,1
44,8,0.1710,1
44,9,39.6580,1
44,10,3.4980,1
44,11,12.9910,1
44,12,23.4260,1
44,13,3.4830,1
44,14,14.3020,1
44,15,12.3100,1
44,16,22.6960,1
44,17,17.0410,1
44,18,0.7040,1
44,19,2.3730,1
44,20,15.6860,1
44,21,6.9170,1
44,22,0.2910,1
44,23,23.0160,1
44,24,34.0940,1
44,25,0.2990,1
44,26,5.0720,1
44,27,0.8740,0
45,1,27.0520,1
45,2,11.2960,1
45,3,12.2220,1
45,4,5.5290,1
45,5,25.7030,1
45,6,17.0010,1
45,7,16.1060,1
45,8,8.6350,1
45,9,34.6100,1
45,10,19.3600,1
45,11,37.2670,1
45,12,106.5600,0
46,1,2.3560,1
46,2,0.5000,1
46,3,2.3560,1
46,4,28.7840,1
46,5,20.8110,1
46,6,4.4800,1
46,7,28.2470,1
46,8,0.4890,1
46,9,0.9710,1
46,10,2.9240,1
46,11,6.0260,1
46,12,54.8060,1
46,13,3.9820,1
46,14,2.1470,1
46,15,7.5730,1
46,16,22.7880,1
46,17,4.0600,1
46,18,8.5100,1
46,19,27.6270,1
46,20,21.1170,1
46,21,0.9670,1
46,22,43.0030,1
46,23,18.3560,1
46,24,8.1300,1
46,25,2.8780,1
46,26,26.3760,1
46,27,71.4500,0
47,1,21.1140,1
47,2,34.5180,1
47,3,2.1580,1
47,4,21.1890,1
47,5,21.2270,1
47,6,34.1080,1
47,7,11.2770,1
47,8,53.0710,1
47,9,35.3410,1
47,10,25.1710,1
47,11,39.1450,1
47,12,23.0540,1
47,13,8.8890,1
47,14,14.4690,1
47,15,0.1950,1
47,16,3.4660,1
47,17,4.1810,1
47,18,13.8460,1
47,19,8.3810,1
47,20,0.9220,1
47,21,2.7710,1
47,22,8.7400,1
47,23,9.0120,1
47,24,5.8420,1
47,25,0.1400,0
48,1,2.1210,1
48,2,44.6490,1
48,3,19.2140,1
48,4,8.8810,1
48,5,7.5960,1
48,6,5.7910,1
48,7,18.9770,1
48,8,0.2990,1
48,9,26.4390,1
48,10,12.1120,1
48,11,28.0500,1
48,12,16.0660,1
48,13,14.2170,1
48,14,18.5960,1
48,15,20.2440,1
48,16,0.4540,1
48,17,22.0460,1
48,18,10.4920,1
48,19,17.5470,1
48,20,9.0450,1
48,21,3.6040,1
48,22,0.8970,1
48,23,23.2730,1
48,24,0.4670,1
48,25,6.6150,1
48,26,1.1840,1
48,27,8.5940,1
48,28,3.4410,1
48,29,0.1110,1
48,30,10.7850,1
48,31,4.4470,1
48,32,0.1680,1
48,33,0.1500,0
49,1,0.5360,1
49,2,27.6400,1
49,3,31.5270,1
49,4,22.5400,1
49,5,11.3670,1
49,6,16.3040,1
49,7,52.9490,1
49,8,0.0930,1
49,9,21.8470,1
49,10,0.4600,1
49,11,17.1840,1
49,12,26.8760,1
49,13,4.7930,1
49,14,20.7250,1
49,15,31.7880,1
49,16,0.8210,1
49,17,23.4820,1
49,18,13.2870,1
49,19,40.8050,0
50,1,26.5180,1
50,2,28.6690,1
50,3,36.8440,1
50,4,20.3760,1
50,5,0.4060,1
50,6,0.7080,1
50,7,29.2580,1
50,8,34.7450,1
50,9,17.7750,1
50,10,18.4930,1
50,11,0.0830,1
50,12,25.6210,1
50,13,15.1960,1
50,14,10.1260,1
50,15,0.6330,1
50,16,35.1460,1
50,17,6.6990,1
50,18,0.0710,1
50,19,8.7020,1
50,20,13.3200,1
50,21,17.1120,1
50,22,0.6890,1
50,23,36.5900,1
50,24,11.0770,1
50,25,9.5010,1
50,26,1.0140,0
51,1,1.2490,1
51,2,13.6790,1
51,3,47.2880,1
51,4,1.0230,1
51,5,29.9570,1
51,6,23.4430,1
51,7,36.4650,1
51,8,12.6370,1
51,9,37.1890,1
51,10,11.9240,1
51,11,8.4480,1
51,12,2.1590,1
51,13,0.5550,1
51,14,0.5060,1
51,15,12.6300,1
51,16,12.4710,1
51,17,12.9210,1
51,18,48.8800,1
51,19,23.8320,1
51,20,0.1610,0
52,1,66.0910,1
52,2,0.2730,1
52,3,1.1590,1
52,4,20.3710,1
52,5,29.7070,1
52,6,0.7040,1
52,7,16.5070,1
52,8,15.0420,1
52,9,11.9650,1
52,10,12.1280,1
52,11,5.7510,1
52,12,11.3100,1
52,13,22.5270,1
52,14,9.2010,1
52,15,4.8310,1
52,16,12.3940,1
52,17,26.3040,1
52,18,7.6700,1
52,19,20.0710,1
52,20,24.8890,1
52,21,6.9570,1
52,22,12.6170,1
52,23,50.4320,1
52,24,15.8260,1
52,25,8.8520,1
52,26,8.4030,0
53,1,23.2570,1
53,2,23.3200,1
53,3,12.6750,1
53,4,42.6850,1
53,5,30.7220,1
53,6,21.5930,1
53,7,9.3250,1
53,8,14.0620,1
53,9,0.0930,1
53,10,22.1020,1
53,11,45.8380,1
53,12,9.2950,1
53,13,23.2570,1
53,14,10.2770,1
53,15,4.7580,1
53,16,4.6720,1
53,17,33.5560,1
53,18,7.5320,1
53,19,0.5410,1
53,20,11.0390,1
53,21,1.9560,1
53,22,0.1320,0
54,1,51.8580,1
54,2,42.0380,1
54,3,24.7770,1
54,4,0.1630,1
54,5,21.3460,1
54,6,27.7530,1
54,7,28.7630,1
54,8,1.5710,1
54,9,13.4420,1
54,10,4.7910,1
54,11,3.1470,1
54,12,11.7130,1
54,13,15.3370,1
54,14,21.8560,1
54,15,6.1180,1
54,16,11.8320,1
54,17,12.7510,1
