Run,Iteration Number,Time to Solve(ms),Success
4,13,29.0100,1
4,14,0.1530,1
4,15,14.0190,1
4,16,10.6230,1
4,17,30.8170,1
4,18,1.6380,1
4,19,7.7550,1
4,20,25.1010,1
4,21,11.3250,1
4,22,16.4690,1
4,23,20.4890,1
4,24,0.7650,1
4,25,0.3340,1
4,26,19.7760,1
4,27,46.5980,1
4,28,47.6790,1
4,29,7.9290,1
4,30,0.8700,0
5,1,34.5410,1
5,2,6.9480,1
5,3,13.3340,1
5,4,0.0970,1
5,5,40.8180,1
5,6,0.1400,1
5,7,10.5560,1
5,8,40.3420,1
5,9,3.8560,1
5,10,0.0690,1
5,11,26.6840,1
5,12,25.9850,1
5,13,18.6040,1
5,14,13.2130,1
5,15,0.1560,1
5,16,16.8340,1
5,17,27.3430,1
5,18,1.9950,1
5,19,10.6750,1
5,20,8.6760,1
5,21,15.7640,1
5,22,10.3780,1
5,23,10.8830,1
5,24,7.6070,1
5,25,11.2590,1
5,26,19.1370,1
5,27,9.6800,1
5,28,13.6270,1
5,29,1.8000,0
6,1,32.7510,1
6,2,1.8030,1
6,3,31.2340,1
6,4,3.0190,1
6,5,15.6470,1
6,6,6.5710,1
6,7,26.7080,1
6,8,3.4760,1
6,9,2.9360,1
6,10,0.5710,1
6,11,24.2820,1
6,12,32.7910,1
6,13,41.4370,1
6,14,4.1800,1
6,15,13.3270,1
6,16,1.5280,1
6,17,39.2430,1
6,18,11.5920,1
6,19,41.8720,1
6,20,23.8130,1
6,21,0.2210,1
6,22,6.8370,1
6,23,0.9030,1
6,24,3.2030,1
6,25,4.4780,1
6,26,3.8590,1
6,27,18.6160,1
6,28,1.1040,0
7,1,29.8220,1
7,2,50.2290,1
7,3,22.2190,1
7,4,14.8940,1
7,5,22.9190,1
7,6,42.6810,1
7,7,22.2580,1
7,8,1.8920,1
7,9,32.3010,1
7,10,40.8470,1
7,11,31.7680,1
7,12,25.2530,1
7,13,0.7390,1
7,14,96.7930,0
8,1,22.1860,1
8,2,24.9860,1
8,3,38.3850,1
8,4,32.0270,1
8,5,23.2240,1
8,6,4.0630,1
8,7,60.2320,1
8,8,6.1090,1
8,9,10.1570,1
8,10,28.5770,1
8,11,0.1430,1
8,12,24.3410,1
8,13,12.6390,1
8,14,32.7400,1
8,15,1.3140,1
8,16,8.3490,1
8,17,48.5310,1
8,18,5.5850,1
8,19,23.0020,1
8,20,17.4950,1
8,21,18.8350,1
8,22,1.8210,1
8,23,0.1440,0
9,1,12.6340,1
9,2,18.0790,1
9,3,40.4150,1
9,4,0.1890,1
9,5,19.3390,1
9,6,2.3060,1
9,7,22.1260,1
9,8,32.6900,1
9,9,3.5030,1
9,10,6.0710,1
9,11,5.9460,1
9,12,25.2220,1
9,13,23.5480,1
9,14,0.1270,1
9,15,10.0390,1
9,16,28.4790,1
9,17,18.2190,1
9,18,23.4380,1
9,19,1.8490,1
9,20,32.8350,1
9,21,2.6070,1
9,22,32.6740,1
9,23,10.6030,1
9,24,14.2210,1
9,25,6.8110,1
9,26,14.4910,1
9,27,5.9520,1
9,28,17.9260,1
9,29,2.1910,0
10,1,3.1950,1
10,2,10.1990,1
10,3,18.0500,1
10,4,39.8200,1
10,5,1.6380,1
10,6,12.4020,1
10,7,15.2870,1
10,8,2.7110,1
10,9,34.9010,1
10,10,0.4630,1
10,11,20.8730,1
10,12,0.9130,1
10,13,19.7770,1
10,14,29.9000,1
10,15,9.7310,1
10,16,19.2910,1
10,17,3.0270,1
10,18,5.6370,1
10,19,25.0360,1
10,20,9.4490,1
10,21,9.4500,1
10,22,14.0610,1
10,23,12.0070,1
10,24,17.8670,1
10,25,0.7070,1
10,26,17.5030,1
10,27,66.3410,0
11,1,21.2250,1
11,2,20.5670,1
11,3,0.2860,1
11,4,1.3400,1
11,5,54.2850,1
11,6,9.5450,1
11,7,23.8820,1
11,8,10.0590,1
11,9,51.8730,1
11,10,3.4490,1
11,11,14.2780,1
11,12,6.0540,1
11,13,6.8920,1
11,14,11.4250,1
11,15,10.4700,1
11,16,13.0350,1
11,17,6.1770,1
11,18,24.1150,1
11,19,16.3840,1
11,20,24.0520,1
11,21,16.0320,1
11,22,34.5050,1
11,23,15.2760,1
11,24,7.6670,1
11,25,10.8520,1
11,26,0.1880,1
11,27,16.9000,1
11,28,17.2680,0
12,1,0.6040,1
12,2,7.3330,1
12,3,22.2080,1
12,4,45.0970,1
12,5,20.4270,1
12,6,1.2400,1
12,7,25.1790,1
12,8,6.4610,1
12,9,23.6190,1
12,10,23.3310,1
12,11,23.9860,1
12,12,0.2490,1
12,13,12.3240,1
12,14,4.8350,1
12,15,27.8840,1
12,16,30.3970,1
12,17,41.0140,1
12,18,14.3120,1
12,19,10.9130,1
12,20,88.1080,0
13,1,24.8250,1
13,2,31.5950,1
13,3,10.2610,1
13,4,15.9920,1
13,5,14.9520,1
13,6,18.8950,1
13,7,11.5140,1
13,8,13.3230,1
13,9,17.1530,1
13,10,14.8200,1
13,11,54.8700,1
13,12,2.2280,1
13,13,22.1950,1
13,14,8.0980,1
13,15,0.1900,1
13,16,16.7420,1
13,17,17.9310,1
13,18,0.7480,1
13,19,31.5050,1
13,20,1.6010,1
13,21,5.5480,1
13,22,7.8040,1
13,23,1.1390,1
13,24,0.1480,1
13,25,0.0720,1
13,26,20.2730,1
13,27,75.6450,0
14,1,19.6280,1
14,2,3.5070,1
14,3,4.6500,1
14,4,1.3120,1
14,5,0.2610,1
14,6,17.6650,1
14,7,29.1090,1
14,8,20.1490,1
14,9,24.9140,1
14,10,28.4570,1
14,11,0.6960,1
14,12,24.6270,1
14,13,2.0130,1
14,14,4.7510,1
14,15,10.4850,1
14,16,9.6880,1
14,17,21.1140,1
14,18,15.1410,1
14,19,17.1410,1
14,20,13.4500,1
14,21,15.2790,1
14,22,0.8220,1
14,23,21.5190,1
14,24,36.9830,1
14,25,11.4370,1
14,26,16.0240,1
14,27,4.7680,1
14,28,0.0910,1
14,29,75.7960,0
15,1,42.1580,1
15,2,1.6600,1
15,3,34.5380,1
15,4,21.6020,1
15,5,2.7570,1
15,6,4.9230,1
15,7,18.1610,1
15,8,39.4220,1
15,9,1.2710,1
15,10,8.5290,1
15,11,0.0880,1
15,12,15.3040,1
15,13,11.0030,1
15,14,13.8350,1
15,15,0.2150,1
15,16,102.0010,0
16,1,39.0050,1
16,2,19.7360,1
16,3,25.1910,1
16,4,32.8760,1
16,5,20.2600,1
16,6,41.0420,1
16,7,2.6460,1
16,8,19.8670,1
16,9,18.3050,1
16,10,35.7540,1
16,11,16.3460,1
16,12,14.7560,1
16,13,7.8600,1
16,14,33.1270,1
16,15,9.7830,1
16,16,2.1320,1
16,17,0.7590,1
16,18,0.1260,0
17,1,9.9020,1
17,2,15.9840,1
17,3,18.0150,1
17,4,10.7740,1
17,5,22.7570,1
17,6,18.0820,1
17,7,6.1770,1
17,8,8.6800,1
17,9,21.9650,1
17,10,6.9110,1
17,11,13.6520,1
17,12,13.3910,1
17,13,16.8620,1
17,14,12.7880,1
17,15,37.9900,1
17,16,22.9590,1
17,17,19.8150,1
17,18,10.7320,1
17,19,10.6730,1
17,20,12.3110,1
17,21,9.9900,1
17,22,17.0260,1
17,23,0.2590,1
17,24,21.8560,1
17,25,9.1300,1
17,26,5.1120,1
17,27,20.8160,1
17,28,5.4340,1
17,29,7.7280,1
17,30,24.6940,0
18,1,9.2240,1
18,2,17.4260,1
18,3,23.8960,1
18,4,2.2510,1
18,5,11.0730,1
18,6,11.5920,1
18,7,19.5190,1
18,8,18.6360,1
18,9,11.9060,1
18,10,19.2540,1
18,11,27.8130,1
18,12,7.5240,1
18,13,12.3050,1
18,14,20.2150,1
18,15,9.4200,1
18,16,17.5950,1
18,17,20.9010,1
18,18,34.4250,1
18,19,0.1490,0
19,1,2.4090,1
19,2,18.0850,1
19,3,3.2490,1
19,4,23.6540,1
19,5,21.3490,1
19,6,12.4310,1
19,7,19.5580,1
19,8,7.1130,1
19,9,31.1480,1
19,10,0.2840,1
19,11,24.6250,1
19,12,11.7420,1
19,13,28.7360,1
19,14,13.0240,1
19,15,0.4980,1
19,16,8.5600,1
19,17,12.1150,1
19,18,4.8650,1
19,19,23.5600,1
19,20,12.3940,1
19,21,11.9090,1
19,22,4.0460,1
19,23,39.7990,1
19,24,0.7550,1
19,25,17.5220,1
19,26,11.5570,1
19,27,62.5520,1
19,28,0.0930,1
19,29,20.9810,1
19,30,17.1460,1
19,31,3.8320,1
19,32,7.4950,1
19,33,2.1780,1
19,34,5.5720,1
19,35,0.6740,0
20,1,44.4940,1
20,2,34.1760,1
20,3,5.1780,1
20,4,30.2730,1
20,5,0.5450,1
20,6,10.6090,1
20,7,34.0980,1
20,8,17.9730,1
20,9,8.7170,1
20,10,15.9140,1
20,11,0.2220,0
21,1,24.4900,1
21,2,17.9400,1
21,3,19.5120,1
21,4,38.0270,1
21,5,24.1840,1
21,6,21.2810,1
21,7,17.9380,1
21,8,8.2980,1
21,9,15.8880,1
21,10,11.4060,1
21,11,7.9790,1
21,12,11.1340,1
21,13,15.7130,1
21,14,10.9570,1
21,15,12.5600,1
21,16,7.4870,1
21,17,22.3010,1
21,18,10.0050,1
21,19,12.6180,1
21,20,60.8560,1
21,21,12.7700,1
21,22,2.3310,1
21,23,32.3490,1
21,24,30.3130,0
22,1,4.2020,1
22,2,2.4750,1
22,3,15.0390,1
22,4,13.3050,1
22,5,30.6690,1
22,6,22.9840,1
22,7,15.5610,1
22,8,9.4760,1
22,9,2.2120,1
22,10,16.8020,1
22,11,5.7340,1
22,12,16.2020,1
22,13,13.8870,1
22,14,15.2520,1
22,15,18.1510,1
22,16,13.5620,1
22,17,10.1310,1
22,18,27.6750,1
22,19,3.7460,1
22,20,2.8830,1
22,21,25.0040,1
22,22,9.5240,1
22,23,12.8420,1
22,24,27.3190,1
22,25,1.4450,1
22,26,1.8340,1
22,27,6.0340,1
22,28,4.8380,1
22,29,39.7300,1
22,30,0.4330,1
22,31,12.8060,1
22,32,0.1540,1
22,33,7.7430,0
23,1,26.2470,1
23,2,40.4510,1
23,3,20.2240,1
23,4,24.4650,1
23,5,3.7520,1
23,6,25.6240,1
23,7,15.1360,1
23,8,44.9510,1
23,9,16.7480,1
23,10,11.7530,1
23,11,59.2960,1
23,12,2.0700,1
23,13,23.0420,1
23,14,11.5210,1
23,15,13.7060,1
23,16,0.1550,0
24,1,36.4960,1
24,2,42.2580,1
24,3,24.3240,1
24,4,30.6340,1
24,5,25.9600,1
24,6,46.4570,1
24,7,23.1740,1
24,8,22.6900,1
24,9,17.1230,1
24,10,19.1380,1
24,11,3.1770,1
24,12,0.1370,0
25,1,25.9760,1
25,2,12.1430,1
25,3,16.8250,1
25,4,3.2620,1
25,5,1.0020,1
25,6,34.2420,1
25,7,10.7750,1
25,8,21.6590,1
25,9,25.1170,1
25,10,12.2960,1
25,11,22.1790,1
25,12,12.3230,1
25,13,18.3930,1
25,14,0.6110,1
25,15,1.1650,1
25,16,13.9980,1
25,17,19.9080,1
25,18,16.6450,1
25,19,18.0350,1
25,20,23.3200,1
25,21,24.6670,1
25,22,2.3320,1
25,23,52.1530,1
25,24,1.8250,1
25,25,9.7440,1
25,26,14.8220,1
25,27,0.1910,1
25,28,37.3370,1
25,29,3.5350,1
25,30,50.2060,0
26,1,2.3960,1
26,2,24.4220,1
26,3,0.3070,1
26,4,16.0270,1
26,5,2.6770,1
26,6,35.1680,1
26,7,20.0270,1
26,8,23.3390,1
26,9,10.1300,1
26,10,29.9870,1
26,11,5.6370,1
26,12,4.6760,1
26,13,16.8650,1
26,14,27.3010,1
26,15,43.8540,1
26,16,0.1710,1
26,17,3.5080,1
26,18,6.9710,1
26,19,9.3140,1
26,20,33.1730,1
26,21,13.5580,1
26,22,20.7800,1
26,23,3.9270,1
26,24,32.1090,1
26,25,5.0640,1
26,26,8.0610,1
26,27,34.0330,0
27,1,27.3370,1
27,2,18.8250,1
27,3,21.1330,1
27,4,9.4420,1
27,5,20.3560,1
27,6,24.5260,1
27,7,23.1250,1
27,8,20.9440,1
27,9,19.1860,1
27,10,24.9130,1
27,11,31.4900,1
27,12,13.6500,1
27,13,43.8320,1
27,14,15.2840,1
27,15,0.3040,1
27,16,35.7070,1
27,17,6.2600,1
27,18,0.1730,1
27,19,17.3910,1
27,20,77.8700,0
28,1,22.4290,1
28,2,3.4670,1
28,3,16.8580,1
28,4,22.4300,1
28,5,37.4810,1
28,6,0.5550,1
28,7,10.1890,1
28,8,27.6320,1
28,9,0.9470,1
28,10,4.5390,1
28,11,12.9850,1
28,12,26.9020,1
28,13,36.2280,1
28,14,40.9940,1
28,15,0.3980,1
28,16,28.1560,1
28,17,3.7790,1
28,18,9.3660,1
28,19,17.8950,1
28,20,10.5070,1
28,21,5.2870,1
28,22,16.7120,1
28,23,24.8680,1
28,24,7.6070,1
28,25,0.1410,1
28,26,18.2580,1
28,27,2.1920,0
29,1,10.8150,1
29,2,39.1300,1
29,3,20.8040,1
29,4,2.5750,1
29,5,0.9070,1
29,6,32.0310,1
29,7,34.4900,1
29,8,7.9010,1
29,9,6.9510,1
29,10,22.6130,1
29,11,31.2070,1
29,12,35.9210,1
29,13,17.1840,1
29,14,0.8870,1
29,15,1.1100,1
29,16,16.7710,1
29,17,24.6430,1
29,18,19.8010,1
29,19,3.1020,1
29,20,3.5580,1
29,21,10.2050,1
29,22,31.6630,1
29,23,6.3210,1
29,24,6.3190,1
29,25,4.7200,0
30,1,17.6770,1
30,2,38.6880,1
30,3,34.1700,1
30,4,25.1800,1
30,5,14.0940,1
30,6,25.0640,1
30,7,35.6280,1
30,8,35.1720,1
30,9,26.3190,1
30,10,30.5940,1
30,11,6.6740,1
30,12,11.7920,1
30,13,12.2620,1
30,14,44.4200,1
30,15,6.4710,1
30,16,27.9880,1
30,17,7.2860,1
30,18,6.5610,1
30,19,3.4460,1
30,20,61.3340,1
30,21,3.1370,0
31,1,1.3980,1
31,2,21.9030,1
31,3,37.1660,1
31,4,13.4380,1
31,5,34.1870,1
31,6,26.5360,1
31,7,21.6740,1
31,8,40.9080,1
31,9,12.0770,1
31,10,28.3290,1
31,11,8.2520,1
31,12,6.4940,1
31,13,22.8120,1
31,14,2.2890,1
31,15,8.1090,1
31,16,6.6840,1
31,17,36.1890,1
31,18,0.9430,1
31,19,0.0770,1
31,20,5.0760,1
31,21,5.2130,1
31,22,19.9440,1
31,23,0.2600,1
31,24,6.0880,1
31,25,42.4790,1
31,26,9.3440,1
31,27,17.8880,0
32,1,15.7170,1
32,2,39.5810,1
32,3,32.9280,1
32,4,29.6690,1
32,5,4.3900,1
32,6,35.2940,1
32,7,15.4020,1
32,8,24.3390,1
32,9,17.0470,1
32,10,13.3320,1
32,11,12.1030,1
32,12,0.8100,1
32,13,19.2880,1
32,14,23.4860,1
32,15,7.9700,1
32,16,20.6210,1
32,17,0.3630,1
32,18,35.0000,1
32,19,1.8420,1
32,20,64.9320,0
33,1,35.7550,1
33,2,19.7140,1
33,3,16.4790,1
33,4,29.2700,1
33,5,55.7250,1
33,6,18.3380,1
33,7,1.9370,1
33,8,15.7430,1
33,9,25.6090,1
33,10,19.3930,1
33,11,25.5530,1
33,12,2.7860,1
33,13,0.0730,1
33,14,14.0170,1
33,15,38.4670,1
33,16,67.3050,1
33,17,3.0850,1
33,18,14.1890,1
33,19,41.4890,1
33,20,10.9800,1
33,21,7.6210,1
33,22,2.1350,0
34,1,17.4430,1
34,2,22.4520,1
34,3,24.3390,1
34,4,18.9220,1
34,5,42.4740,1
34,6,12.7800,1
34,7,0.8800,1
34,8,13.7090,1
34,9,25.9320,1
34,10,31.9070,1
34,11,10.0970,1
34,12,0.9140,1
34,13,17.3900,1
34,14,6.6790,1
34,15,30.7770,1
34,16,11.7370,1
34,17,0.1420,0
35,1,24.3590,1
35,2,0.0890,1
35,3,27.4210,1
35,4,36.9970,1
35,5,13.4430,1
35,6,21.6580,1
35,7,22.9780,1
35,8,1.1910,1
35,9,13.5220,1
35,10,40.3100,1
35,11,4.9380,1
35,12,8.6930,1
35,13,27.7380,1
35,14,5.0000,1
35,15,41.6340,1
35,16,31.8890,1
35,17,20.9940,1
35,18,17.5180,1
35,19,42.6440,0
36,1,20.3900,1
36,2,11.5730,1
36,3,13.9950,1
36,4,2.0700,1
36,5,20.7240,1
36,6,6.1180,1
36,7,35.6540,1
36,8,29.2520,1
36,9,0.1330,1
36,10,22.1120,1
36,11,30.8580,1
36,12,16.1980,1
36,13,13.9370,1
36,14,34.5590,1
36,15,28.8690,1
36,16,14.2720,1
36,17,23.9380,1
36,18,2.5450,1
36,19,8.5510,1
36,20,91.1120,0
37,1,4.2420,1
37,2,25.0000,1
37,3,4.0080,1
37,4,17.0360,1
37,5,38.6300,1
37,6,23.0430,1
37,7,0.3200,1
37,8,10.8690,1
37,9,30.0280,1
37,10,24.9100,1
37,11,34.2910,1
37,12,14.1760,1
37,13,44.8510,1
37,14,19.0570,1
37,15,13.1000,1
37,16,8.8500,1
37,17,43.3960,1
37,18,22.1590,1
37,19,8.0770,1
37,20,37.7830,1
37,21,12.5060,1
37,22,64.9150,0
38,1,22.7850,1
38,2,2.6140,1
38,3,17.2920,1
38,4,40.1840,1
38,5,40.9080,1
38,6,21.4270,1
38,7,30.7120,1
38,8,22.7990,1
38,9,9.4810,1
38,10,17.2510,1
38,11,8.9860,1
38,12,0.2390,0
39,1,19.2720,1
39,2,14.2720,1
39,3,86.2090,1
39,4,27.9450,1
39,5,17.7030,1
39,6,4.9470,1
39,7,21.4900,1
39,8,123.3500,0
40,1,13.7970,1
40,2,10.7090,1
40,3,1.3630,1
40,4,3.5600,1
40,5,13.7260,1
40,6,9.5150,1
40,7,12.4920,1
40,8,21.8670,1
40,9,18.4550,1
40,10,5.7810,1
40,11,3.2750,1
40,12,9.1070,1
40,13,1.2720,1
40,14,29.4890,1
40,15,48.8990,1
40,16,3.1660,1
40,17,0.2230,1
40,18,1.8420,1
40,19,13.3750,1
40,20,7.7520,1
40,21,10.9000,1
40,22,3.3730,1
40,23,21.2100,1
40,24,14.5100,1
40,25,31.6000,1
40,26,1.4020,1
40,27,1.9890,1
40,28,3.3270,1
40,29,0.3000,0
41,1,13.4750,1
41,2,2.1200,1
41,3,29.1050,1
41,4,25.7520,1
41,5,18.1010,1
41,6,27.2390,1
41,7,0.1640,1
41,8,22.4790,1
41,9,18.4040,1
41,10,0.3400,1
41,11,7.7580,1
41,12,19.7600,1
41,13,22.8730,1
41,14,22.1840,1
41,15,23.8500,1
41,16,9.7480,1
41,17,21.8760,1
41,18,2.5340,1
41,19,40.7610,1
41,20,7.8470,1
41,21,39.8550,1
41,22,12.8810,1
41,23,15.9290,1
41,24,16.4420,1
41,25,17.5440,1
41,26,13.4140,1
41,27,7.7120,1
41,28,18.2430,1
41,29,1.2320,0
42,1,55.4340,1
42,2,29.6410,1
42,3,1.7270,1
42,4,22.2360,1
42,5,8.1370,1
42,6,19.0340,1
42,7,23.2410,1
42,8,13.5830,1
42,9,0.0980,1
42,10,0.1320,1
42,11,30.8530,1
42,12,27.9480,1
42,13,28.8120,1
42,14,3.0740,1
42,15,9.4800,1
42,16,8.3450,1
42,17,31.3530,1
42,18,5.4860,1
42,19,20.1910,1
42,20,13.6630,1
42,21,7.6490,1
42,22,64.5780,1
42,23,24.1910,1
42,24,6.4080,0
43,1,17.3540,1
43,2,26.7890,1
43,3,40.2970,1
43,4,25.3880,1
43,5,9.8920,1
43,6,25.0290,1
43,7,67.6810,1
43,8,1.9510,1
43,9,25.3140,1
43,10,87.7260,1
43,11,1.8960,1
43,12,32.6520,1
43,13,43.8380,1
43,14,11.0680,1
43,15,1.3380,1
43,16,18.5760,1
43,17,44.4050,1
43,18,1.0060,1
43,19,51.0700,1
43,20,12.6440,0
44,1,27.4110,1
44,2,0.9650,1
44,3,29.0660,1
44,4,20.4940,1
44,5,29.1420,1
44,6,45.5230,1
44,7,22.8600,1
44,8,23.7750,1
44,9,1.4010,1
44,10,5.3910,1
44,11,1.1390,1
44,12,9.7080,1
44,13,5.7990,1
44,14,2.3430,1
44,15,15.2880,1
44,16,12.1010,1
44,17,2.0680,1
44,18,47.2300,1
44,19,0.0840,1
44,20,1.4390,1
44,21,0.3610,1
44,22,21.1800,1
44,23,16.5100,1
44,24,5.9120,1
44,25,6.7370,1
44,26,8.3890,1
44,27,4.8480,1
44,28,12.2470,1
44,29,0.1650,0
45,1,20.6080,1
45,2,0.2250,1
45,3,3.4390,1
45,4,28.3050,1
45,5,37.1840,1
45,6,14.2930,1
45,7,18.4180,1
45,8,13.4810,1
45,9,0.9040,1
45,10,16.2490,1
45,11,14.1680,1
45,12,14.6490,1
45,13,23.0560,1
45,14,10.7170,1
45,15,8.8690,1
45,16,13.2100,1
45,17,6.8270,1
45,18,5.2510,1
45,19,10.2870,1
45,20,0.6630,1
45,21,7.2960,1
45,22,53.5840,1
45,23,8.2570,1
45,24,75.6810,1
45,25,30.7430,1
45,26,1.0480,1
45,27,8.3570,1
45,28,0.2860,0
46,1,23.8350,1
46,2,30.2250,1
46,3,18.2480,1
46,4,31.7480,1
46,5,11.2750,1
46,6,53.3160,1
46,7,21.0700,1
46,8,20.6630,1
46,9,25.0090,1
46,10,48.2270,1
46,11,0.4290,1
46,12,24.8140,1
46,13,32.4470,1
46,14,19.5900,1
46,15,4.8130,1
46,16,0.3740,1
46,17,9.2610,1
46,18,22.4270,1
46,19,0.2010,1
46,20,11.9540,1
46,21,49.3780,1
46,22,5.8840,1
46,23,6.4970,1
46,24,4.6050,1
46,25,3.5040,1
46,26,0.5600,1
46,27,0.1400,0
47,1,0.5070,1
47,2,9.7720,1
47,3,0.2820,1
47,4,0.6310,1
47,5,16.5620,1
47,6,8.6240,1
47,7,1.2210,1
47,8,45.1220,1
47,9,21.4270,1
47,10,2.7910,1
47,11,29.1410,1
47,12,2.0840,1
47,13,16.5400,1
47,14,56.7240,1
47,15,21.7730,1
47,16,11.4950,1
47,17,11.2530,1
47,18,21.1500,1
47,19,24.7180,1
47,20,3.4000,1
47,21,19.1790,1
47,22,5.2230,1
47,23,7.6320,1
47,24,6.6260,1
47,25,0.7750,1
47,26,23.5980,1
47,27,18.5010,1
47,28,9.6010,1
47,29,4.5530,1
47,30,5.2770,1
47,31,10.1230,1
47,32,10.6640,0
48,1,2.7950,1
48,2,36.9180,1
48,3,41.5800,1
48,4,27.2200,1
48,5,10.5670,1
48,6,11.6120,1
48,7,3.9950,1
48,8,12.0680,1
48,9,34.6680,1
48,10,14.6070,1
48,11,24.6250,1
48,12,1.8070,1
48,13,13.2580,1
48,14,0.2330,1
48,15,17.8090,1
48,16,12.8350,1
48,17,38.3840,1
48,18,26.7630,1
48,19,27.9610,1
48,20,17.2940,1
48,21,1.8610,1
48,22,0.1820,0
49,1,13.6040,1
49,2,21.7630,1
49,3,2.3600,1
49,4,18.7100,1
49,5,23.3950,1
49,6,34.7900,1
49,7,23.0190,1
49,8,3.9880,1
49,9,14.2120,1
49,10,1.8370,1
49,11,20.2960,1
49,12,23.6330,1
49,13,22.2920,1
49,14,13.0560,1
49,15,0.2370,1
49,16,12.9780,1
49,17,15.3740,1
49,18,6.4770,1
49,19,11.5080,1
49,20,7.4940,1
49,21,16.0560,1
49,22,0.5080,1
49,23,4.3670,1
49,24,43.9930,1
49,25,12.9190,1
49,26,16.7060,0
50,1,16.9290,1
50,2,0.2830,1
50,3,12.4640,1
50,4,21.0650,1
50,5,0.0890,1
50,6,3.5550,1
50,7,12.3990,1
50,8,6.6580,1
50,9,20.2820,1
50,10,13.6950,1
50,11,25.0990,1
50,12,39.3510,1
50,13,6.0010,1
50,14,0.6080,1
50,15,21.7480,1
50,16,14.8800,1
50,17,3.4990,1
50,18,16.6890,1
50,19,10.6330,1
50,20,41.1270,1
50,21,19.0940,1
50,22,0.1390,0
51,1,3.7010,1
51,2,18.7340,1
51,3,24.3990,1
51,4,0.2810,1
51,5,31.3910,1
51,6,23.0740,1
51,7,0.1360,1
51,8,22.8060,1
51,9,40.3940,1
51,10,31.6120,1
51,11,41.0240,1
51,12,4.1210,1
51,13,26.9860,1
51,14,25.9360,1
51,15,35.9440,1
51,16,1.7280,1
51,17,4.4620,1
51,18,32.9430,1
51,19,35.1570,1
51,20,11.3680,1
51,21,57.5340,1
51,22,44.6570,1
51,23,5.7160,1
51,24,0.1770,0
52,1,3.6160,1
52,2,35.2790,1
52,3,26.1430,1
52,4,27.0090,1
52,5,20.2300,1
52,6,23.1740,1
52,7,17.5040,1
52,8,1.0640,1
52,9,10.5220,1
52,10,18.6420,1
52,11,13.5890,1
52,12,20.6410,1
52,13,18.6930,1
52,14,27.1340,1
52,15,2.7340,1
52,16,12.1840,1
52,17,8.9400,1
52,18,0.3590,1
52,19,19.9050,1
52,20,2.7960,1
52,21,1.0340,1
52,22,10.2170,1
52,23,12.4200,1
52,24,21.8720,1
52,25,0.2320,1
52,26,2.9490,1
52,27,2.6580,1
52,28,17.9910,1
52,29,57.4310,0
53,1,3.2810,1
53,2,33.2510,1
53,3,21.3120,1
53,4,7.9280,1
53,5,22.9300,1
53,6,4.8810,1
53,7,21.5310,1
53,8,4.1410,1
53,9,15.4100,1
53,10,14.6200,1
53,11,22.8220,1
53,12,6.1320,1
53,13,0.3780,1
53,14,11.6220,1
53,15,0.0860,1
53,16,1.7100,1
53,17,1.7880,1
53,18,31.9250,1
53,19,20.9990,1
53,20,6.8270,1
53,21,12.2380,1
53,22,18.4600,1
53,23,12.0860,1
53,24,33.7240,1
53,25,0.1510,1
53,26,0.4380,1
53,27,18.3530,1
